ticker,title,content,published_date,source,sentiment_score
GILD,"Gilead Sciences Reports Q1 Revenue of $33.2B, Beating Expectations","Gilead Sciences announced Q1 2021 revenue of $33.2 billion, surpassing analyst estimates. The company reported earnings per share of $11.6, above consensus. Management raised full-year guidance citing strong demand.",2021-02-25,Wall Street Journal,0.51
CAT,Bernstein Raises Caterpillar Price Target to $95,"Bernstein analyst raises Caterpillar (CAT) price target to $95, citing accelerating revenue growth. The firm maintains a Overweight rating on the stock.",2021-02-25,Business Insider,0.25
AMD,AMD Shares Climb 3.1% on Earnings Season Surprises To Upside,AMD (AMD) shares climbed 3.1% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-02-26,MarketWatch,0.42
PLTR,"Palantir Reports Q1 Revenue of $11.8B, Beating Expectations","Palantir announced Q1 2021 revenue of $11.8 billion, surpassing analyst estimates. The company reported earnings per share of $2.37, above consensus. Management raised full-year guidance citing strong demand.",2021-02-26,The Motley Fool,0.42
UBER,"Uber Reports Q1 Revenue of $87.0B, Beating Expectations","Uber announced Q1 2021 revenue of $87.0 billion, surpassing analyst estimates. The company reported earnings per share of $9.62, above consensus. Management raised full-year guidance citing strong demand.",2021-02-26,TechCrunch,0.66
ABNB,Needham Reduces Airbnb Price Target to $466,"Needham analyst reduces Airbnb (ABNB) price target to $466, citing margin compression. The firm maintains a Underweight rating on the stock.",2021-02-26,Business Insider,-0.42
BRK-B,UBS Increases Berkshire Hathaway Price Target to $210,"UBS analyst increases Berkshire Hathaway (BRK-B) price target to $210, citing strategic positioning. The firm maintains a Buy rating on the stock.",2021-02-26,Zacks,0.67
AMZN,Amazon Shares Climb 2.2% on Institutional Investors Increase Equity Allocation,Amazon (AMZN) shares climbed 2.2% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-01,Yahoo Finance,0.73
TSLA,Tesla Shares Surge 4.1% on M&A Activity Picks Up,Tesla (TSLA) shares surgeed 4.1% following M&A activity picks up. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-01,The Motley Fool,0.45
ADBE,"Adobe Reports Q1 Revenue of $51.1B, Beating Expectations","Adobe announced Q1 2021 revenue of $51.1 billion, surpassing analyst estimates. The company reported earnings per share of $13.63, above consensus. Management raised full-year guidance citing strong demand.",2021-03-01,BBC Business,0.74
SHOP,"Shopify Reports Q1 Revenue of $107.0B, Beating Expectations","Shopify announced Q1 2021 revenue of $107.0 billion, surpassing analyst estimates. The company reported earnings per share of $6.53, above consensus. Management raised full-year guidance citing strong demand.",2021-03-01,Benzinga,0.76
PLTR,"Palantir Reports Q1 Revenue of $25.5B, Beating Expectations","Palantir announced Q1 2021 revenue of $25.5 billion, surpassing analyst estimates. The company reported earnings per share of $12.8, above consensus. Management raised full-year guidance citing strong demand.",2021-03-01,Forbes,0.39
UBER,"Uber Raises Dividend by 5%, Announces $38B Buyback",Uber increased its quarterly dividend by 5% and authorized a $38 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2021-03-01,TheStreet,0.51
JPM,JPMorgan Blockchain Initiative Launch Receives Mixed Reviews,"JPMorgan's new blockchain initiative received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2021-03-01,Investor's Business Daily,-0.4
BAC,Bank of America Shares Climb 2.6% on Fed Signals Rate Pause,Bank of America (BAC) shares climbed 2.6% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-01,Business Insider,0.67
V,Visa Shares Rally 1.5% on Fed Signals Rate Pause,Visa (V) shares rallyed 1.5% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-01,Financial Times,0.35
C,Barclays Raises Citigroup Price Target to $410,"Barclays analyst raises Citigroup (C) price target to $410, citing AI tailwinds. The firm maintains a Outperform rating on the stock.",2021-03-01,Financial Times,0.33
C,Citigroup Receives Regulatory Approval for acquisition,"Citigroup received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2021-03-01,Barron's,0.52
MRNA,Morgan Stanley Increases Moderna Price Target to $69,"Morgan Stanley analyst increases Moderna (MRNA) price target to $69, citing strong growth outlook. The firm maintains a Overweight rating on the stock.",2021-03-01,Benzinga,0.39
COST,Costco Receives Regulatory Approval for new product,"Costco received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2021-03-01,Bloomberg,0.31
SBUX,"Starbucks Reports Q1 Revenue of $21.3B, Beating Expectations","Starbucks announced Q1 2021 revenue of $21.3 billion, surpassing analyst estimates. The company reported earnings per share of $12.72, above consensus. Management raised full-year guidance citing strong demand.",2021-03-01,The Motley Fool,0.63
SBUX,"Starbucks Reports Q1 Revenue of $102.7B, Beating Expectations","Starbucks announced Q1 2021 revenue of $102.7 billion, surpassing analyst estimates. The company reported earnings per share of $11.15, above consensus. Management raised full-year guidance citing strong demand.",2021-03-01,Forbes,0.32
DIS,Piper Sandler Increases Disney Price Target to $71,"Piper Sandler analyst increases Disney (DIS) price target to $71, citing accelerating revenue growth. The firm maintains a Overweight rating on the stock.",2021-03-01,Barron's,0.29
GE,GE Aerospace Receives Regulatory Approval for new product,"GE Aerospace received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2021-03-01,Benzinga,0.43
AMD,AMD Positioned to Benefit from Semiconductor Demand,Analysts see AMD (AMD) as well-positioned to benefit from semiconductor demand. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2021-03-02,Zacks,0.38
NFLX,"Netflix Launches Subscription Tier, Shares Jump","Netflix unveiled its new subscription tier at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Netflix's strategic growth priorities.",2021-03-02,TechCrunch,0.28
MS,"Morgan Stanley Reports Q1 Revenue of $69.0B, Beating Expectations","Morgan Stanley announced Q1 2021 revenue of $69.0 billion, surpassing analyst estimates. The company reported earnings per share of $9.69, above consensus. Management raised full-year guidance citing strong demand.",2021-03-02,AP News,0.68
WFC,Wells Fargo Faces Investigation by Federal Reserve,"The Federal Reserve opened an investigation into Wells Fargo's business practices, focusing on potential regulatory violations. Wells Fargo said it would cooperate fully with the inquiry.",2021-03-02,CNBC,-0.38
OXY,"Occidental Petroleum Raises Dividend by 24%, Announces $45B Buyback",Occidental Petroleum increased its quarterly dividend by 24% and authorized a $45 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2021-03-02,TipRanks,0.71
SBUX,Starbucks Faces Challenges from Value-Seeking Behavior,Starbucks (SBUX) faces headwinds from value-seeking behavior. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2021-03-02,Seeking Alpha,-0.15
SBUX,"Starbucks Reports Q1 Revenue of $89.3B, Beating Expectations","Starbucks announced Q1 2021 revenue of $89.3 billion, surpassing analyst estimates. The company reported earnings per share of $12.81, above consensus. Management raised full-year guidance citing strong demand.",2021-03-02,MarketWatch,0.41
PYPL,PayPal Cuts Workforce by 4%,PayPal announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2021-03-03,Business Insider,-0.23
ABBV,JPMorgan Increases AbbVie Price Target to $153,"JPMorgan analyst increases AbbVie (ABBV) price target to $153, citing improving fundamentals. The firm maintains a Outperform rating on the stock.",2021-03-03,Financial Times,0.64
LLY,Eli Lilly Faces Challenges from Healthcare Spending,Eli Lilly (LLY) faces headwinds from healthcare spending. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2021-03-03,Zacks,-0.1
GE,GE Aerospace Shares Surge 5.5% on Consumer Spending Surges,GE Aerospace (GE) shares surgeed 5.5% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-03,TipRanks,0.72
LMT,Lockheed Martin Faces Investigation by FTC,"The FTC opened an investigation into Lockheed Martin's business practices, focusing on potential regulatory violations. Lockheed Martin said it would cooperate fully with the inquiry.",2021-03-03,Zacks,-0.35
LMT,Bank of America Reduces Lockheed Martin Price Target to $239,"Bank of America analyst reduces Lockheed Martin (LMT) price target to $239, citing margin compression. The firm maintains a Neutral rating on the stock.",2021-03-04,TechCrunch,-0.42
NVDA,Barclays Reduces Nvidia Price Target to $381,"Barclays analyst reduces Nvidia (NVDA) price target to $381, citing macroeconomic uncertainty. The firm maintains a Hold rating on the stock.",2021-03-05,Financial Times,-0.21
PYPL,Cowen Lowers PayPal Price Target to $172,"Cowen analyst lowers PayPal (PYPL) price target to $172, citing margin compression. The firm maintains a Hold rating on the stock.",2021-03-05,Benzinga,-0.5
PLTR,Palantir Positioned to Benefit from Saas Adoption,Analysts see Palantir (PLTR) as well-positioned to benefit from SaaS adoption. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2021-03-05,MarketWatch,0.4
BRK-B,Berkshire Hathaway Cuts Workforce by 14%,Berkshire Hathaway announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2021-03-05,Benzinga,-0.54
XOM,ExxonMobil Shares Rally 3.4% on Fed Signals Rate Pause,ExxonMobil (XOM) shares rallyed 3.4% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-05,Investor's Business Daily,0.31
GOOGL,"Alphabet Reports Q1 Revenue of $16.8B, Beating Expectations","Alphabet announced Q1 2021 revenue of $16.8 billion, surpassing analyst estimates. The company reported earnings per share of $1.42, above consensus. Management raised full-year guidance citing strong demand.",2021-03-08,Reuters,0.6
NVDA,Nvidia Shares Gain 3.7% on Strong Jobs Data,Nvidia (NVDA) shares gained 3.7% following strong jobs data. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2021-03-08,Seeking Alpha,0.75
INTC,Citigroup Cuts Intel Price Target to $366,"Citigroup analyst cuts Intel (INTC) price target to $366, citing slowing growth. The firm maintains a Hold rating on the stock.",2021-03-08,Zacks,-0.55
